Fecha,Turno,Operario,Supervisor,Maquina_Linea,Sector,OF_Lote,Estado_Lote,Fecha_Cierre_Lote,Cod_Producto,Desc_Producto,Hora_Inicio,Hora_Fin,Tiempo_Total_min,Tiempo_Setup_min,Tiempo_Parada_min,Motivo_Parada,Tipo_Parada,Tiempo_Productivo_min,Cant_Producida,Cant_Rechazada,Unidad_Medida,Velocidad_Estandar_uh,Meta_Produccion,Cumplimiento_Meta_pct,Disponibilidad_pct,Rendimiento_pct,Calidad_pct,OEE_pct,Observaciones
2026-08-18,Mañana,OP-103,SUP-01,EXT-02,Extrusion,OF-4201,Abierto,,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,0,45,Cambio de formato,Planificada,435.0,8606,171,metros,1200,7871,109.3,90.6,98.9,98.1,87.9,
2026-08-18,Mañana,OP-106,SUP-01,TRZ-01,Trenzado,OF-4202,Abierto,,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,20,0,,,460.0,8416,86,metros,1200,7871,106.9,95.8,91.5,99.0,86.8,
2026-08-18,Tarde,OP-105,SUP-02,EXT-01,Extrusion,OF-4203,Cerrado,2026-08-20,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,30,45,Ajuste de calidad,No Planificada,405.0,9180,78,metros,1400,9184,100.0,84.4,97.1,99.2,81.3,
2026-08-18,Tarde,OP-104,SUP-02,EXT-02,Extrusion,OF-4204,Abierto,,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,15,0,,,465.0,9481,76,metros,1400,9184,103.2,96.9,87.4,99.2,84.0,
2026-08-18,Tarde,OP-101,SUP-02,TRZ-01,Trenzado,OF-4205,Abierto,,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,15,45,Mantenimiento programado,Planificada,420.0,9118,273,metros,1400,9184,99.3,87.5,93.0,97.1,79.0,
2026-08-18,Noche,OP-102,SUP-03,EXT-01,Extrusion,OF-4206,Cerrado,2026-08-21,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,0,0,,,480.0,7370,580,metros,950,6232,118.3,100,97.0,92.7,89.9,
2026-08-18,Noche,OP-102,SUP-03,EXT-02,Extrusion,OF-4207,Cerrado,2026-08-20,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,15,0,,,465.0,8767,524,metros,1400,9184,95.5,96.9,80.8,94.4,73.9,
2026-08-18,Noche,OP-105,SUP-03,TRZ-01,Trenzado,OF-4208,Abierto,,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,45,15,Falta de insumo,No Planificada,420.0,8421,237,metros,1400,9184,91.7,87.5,85.9,97.3,73.1,
2026-08-19,Mañana,OP-105,SUP-01,EXT-01,Extrusion,OF-4209,Cerrado,2026-08-21,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,20,0,,,460.0,8692,123,metros,1200,7871,110.4,95.8,94.5,98.6,89.3,
2026-08-19,Mañana,OP-101,SUP-01,EXT-02,Extrusion,OF-4210,Cerrado,2026-08-22,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,15,0,,,465.0,10517,267,metros,1400,9184,114.5,96.9,96.9,97.5,91.6,
2026-08-19,Mañana,OP-105,SUP-01,TRZ-01,Trenzado,OF-4211,Abierto,,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,0,45,Falla mecanica,No Planificada,435.0,8683,218,metros,1400,9184,94.5,90.6,85.5,97.6,75.6,
2026-08-19,Tarde,OP-101,SUP-02,EXT-01,Extrusion,OF-4212,Cerrado,2026-08-22,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,0,80,Falta de insumo,No Planificada,400.0,5279,103,metros,950,6232,84.7,83.3,83.4,98.1,68.1,
2026-08-19,Tarde,OP-102,SUP-02,EXT-02,Extrusion,OF-4213,Abierto,,P-1140,Perfil rigido 40mm,14:00,22:00,480.0,0,15,Otros,No Planificada,465.0,8124,390,metros,1200,7871,103.2,96.9,87.4,95.4,80.7,
2026-08-19,Tarde,OP-102,SUP-02,TRZ-01,Trenzado,OF-4214,Cerrado,2026-08-21,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,20,15,Mantenimiento programado,Planificada,445.0,9058,386,metros,1400,9184,98.6,92.7,87.2,95.9,77.6,
2026-08-19,Noche,OP-101,SUP-03,EXT-01,Extrusion,OF-4215,Cerrado,2026-08-20,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,45,65,Falta de insumo,No Planificada,370.0,4751,39,metros,950,6232,76.2,77.1,81.1,99.2,62.0,
2026-08-19,Noche,OP-105,SUP-03,EXT-02,Extrusion,OF-4216,Cerrado,2026-08-20,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,15,0,,,465.0,6637,166,metros,950,6232,106.5,96.9,90.1,97.6,85.2,
2026-08-19,Noche,OP-102,SUP-03,TRZ-01,Trenzado,OF-4217,Abierto,,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,0,30,Mantenimiento programado,Planificada,450.0,9333,418,metros,1400,9184,101.6,93.8,88.9,95.7,79.8,
2026-08-20,Mañana,OP-105,SUP-01,EXT-01,Extrusion,OF-4218,Abierto,,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,0,65,Cambio de formato,Planificada,415.0,7302,189,metros,1200,7871,92.8,86.5,88.0,97.5,74.1,
2026-08-20,Mañana,OP-101,SUP-01,EXT-02,Extrusion,OF-4219,Cerrado,2026-08-22,P-2075,Perfil flexible 75mm,06:00,14:00,480.0,0,45,Ajuste de calidad,No Planificada,435.0,5945,56,metros,950,6232,95.4,90.6,86.3,99.1,77.5,
2026-08-20,Mañana,OP-102,SUP-01,TRZ-01,Trenzado,OF-4220,Cerrado,2026-08-22,P-2075,Perfil flexible 75mm,06:00,14:00,480.0,20,20,Ajuste de calidad,No Planificada,440.0,6385,463,metros,950,6232,102.5,91.7,91.7,93.2,78.3,
2026-08-20,Tarde,OP-104,SUP-02,EXT-01,Extrusion,OF-4221,Cerrado,2026-08-22,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,15,0,,,465.0,5906,149,metros,950,6232,94.8,96.9,80.2,97.5,75.8,
2026-08-20,Tarde,OP-103,SUP-02,EXT-02,Extrusion,OF-4222,Cerrado,2026-08-21,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,0,15,Ajuste de calidad,No Planificada,465.0,6635,190,metros,950,6232,106.5,96.9,90.1,97.2,84.9,
2026-08-20,Tarde,OP-105,SUP-02,TRZ-01,Trenzado,OF-4223,Cerrado,2026-08-22,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,0,30,Cambio de formato,Planificada,450.0,8485,53,metros,1400,9184,92.4,93.8,80.8,99.4,75.3,
2026-08-20,Noche,OP-103,SUP-03,EXT-01,Extrusion,OF-4224,Cerrado,2026-08-21,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,30,0,,,450.0,5865,83,metros,950,6232,94.1,93.8,82.3,98.6,76.1,
2026-08-20,Noche,OP-101,SUP-03,EXT-02,Extrusion,OF-4225,Abierto,,P-1140,Perfil rigido 40mm,22:00,06:00,480.0,0,90,Falla electrica,No Planificada,390.0,6675,167,metros,1200,7871,84.8,81.2,85.6,97.6,67.8,
2026-08-20,Noche,OP-105,SUP-03,TRZ-01,Trenzado,OF-4226,Abierto,,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,20,45,Cambio de formato,Planificada,415.0,5383,56,metros,950,6232,86.4,86.5,81.9,99.0,70.1,
2026-08-21,Mañana,OP-104,SUP-01,EXT-01,Extrusion,OF-4227,Cerrado,2026-08-23,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,30,0,,,450.0,9199,140,metros,1400,9184,100.2,93.8,87.6,98.5,80.9,
2026-08-21,Mañana,OP-102,SUP-01,EXT-02,Extrusion,OF-4228,Cerrado,2026-08-22,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,15,60,Ajuste de calidad,No Planificada,405.0,7272,407,metros,1200,7871,92.4,84.4,89.8,94.7,71.7,
2026-08-21,Mañana,OP-104,SUP-01,TRZ-01,Trenzado,OF-4229,Cerrado,2026-08-23,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,0,15,Falta de insumo,No Planificada,465.0,9252,273,metros,1400,9184,100.7,96.9,85.3,97.1,80.2,
2026-08-21,Tarde,OP-104,SUP-02,EXT-01,Extrusion,OF-4230,Cerrado,2026-08-22,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,0,30,Falla mecanica,No Planificada,450.0,5418,78,metros,950,6232,86.9,93.8,76.0,98.6,70.3,
2026-08-21,Tarde,OP-102,SUP-02,EXT-02,Extrusion,OF-4231,Abierto,,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,30,115,Falla eléctrica,No Planificada,335.0,7508,325,metros,1400,9184,81.8,69.8,96.1,95.9,64.3,
2026-08-21,Tarde,OP-105,SUP-02,TRZ-01,Trenzado,OF-4232,Cerrado,2026-08-22,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,0,0,,,480.0,0,0,metros,950,6232,0,100,0,,,Linea detenida por espera de material
2026-08-21,Noche,OP-103,SUP-03,EXT-01,Extrusion,OF-4233,Cerrado,2026-08-23,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,20,20,Falla mecanica,No Planificada,440.0,9816,191,metros,1400,9184,106.9,91.7,95.6,98.1,86.0,
2026-08-21,Noche,OP-103,SUP-03,EXT-02,Extrusion,OF-4234,Abierto,,P-1140,Perfil rigido 40mm,22:00,06:00,480.0,30,95,falla electrica,No Planificada,355.0,6353,26,metros,1200,7871,80.7,74.0,89.5,99.6,65.9,
2026-08-21,Noche,OP-103,SUP-03,TRZ-01,Trenzado,OF-4235,Abierto,,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,0,65,Cambio de formato,Planificada,415.0,9269,52,metros,1400,9184,100.9,86.5,95.7,99.4,82.3,
2026-08-24,Mañana,OP-104,SUP-01,EXT-01,Extrusion,OF-4236,Cerrado,2026-08-27,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,0,0,,,480.0,7021,114,metros,1200,7871,89.2,100,73.1,98.4,72.0,
2026-08-24,Mañana,OP-105,SUP-01,EXT-02,Extrusion,OF-4237,Abierto,,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,0,35,Falla electrica,No Planificada,445.0,9786,246,metros,1400,9184,106.6,92.7,94.2,97.5,85.2,
2026-08-24,Mañana,OP-105,SUP-01,TRZ-01,Trenzado,OF-4238,Cerrado,2026-08-25,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,45,0,,,435.0,9612,141,metros,1400,9184,104.7,90.6,94.7,98.6,84.6,
2026-08-24,Tarde,OP-105,SUP-02,EXT-01,Extrusion,OF-4239,Cerrado,2026-08-27,P-1140,Perfil rigido 40mm,14:00,22:00,480.0,20,0,,,460.0,7514,102,metros,1200,7871,95.5,95.8,81.7,98.7,77.2,
2026-08-24,Tarde,OP-106,SUP-02,EXT-02,Extrusion,OF-4240,Cerrado,2026-08-26,P-1140,Perfil rigido 40mm,14:00,22:00,480.0,15,0,,,465.0,8952,62,metros,1200,7871,113.7,96.9,96.3,99.3,92.6,
2026-08-24,Tarde,OP-105,SUP-02,TRZ-01,Trenzado,OF-4241,Cerrado,2026-08-25,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,0,105,Falla mecanica,No Planificada,375.0,7363,133,metros,1400,9184,80.2,78.1,84.1,98.2,64.6,
2026-08-24,Noche,OP-102,SUP-03,EXT-01,Extrusion,OF-4242,Abierto,,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,20,20,Cambio de formato,Planificada,440.0,6853,491,metros,950,6232,110.0,91.7,98.4,93.3,84.1,
2026-08-24,Noche,OP-103,SUP-03,EXT-02,Extrusion,OF-4243,Cerrado,2026-08-26,P-1140,Perfil rigido 40mm,22:00,06:00,480.0,15,30,Falta de insumo,No Planificada,435.0,8546,117,metros,1200,7871,108.6,90.6,98.2,98.6,87.8,
2026-08-24,Noche,OP-106,SUP-03,TRZ-01,Trenzado,OF-4244,Cerrado,2026-08-26,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,0,0,,,480.0,7030,175,metros,950,6232,112.8,100,92.5,97.6,90.3,
2026-08-25,Mañana,OP-102,SUP-01,EXT-01,Extrusion,OF-4245,Cerrado,2026-08-27,P-2075,Perfil flexible 75mm,06:00,14:00,480.0,15,20,Mantenimiento programado,Planificada,445.0,6093,349,metros,950,6232,97.8,92.7,86.5,94.6,75.8,
2026-08-25,Mañana,OP-103,SUP-01,EXT-02,Extrusion,OF-4246,Cerrado,2026-08-28,P-2075,Perfil flexible 75mm,06:00,14:00,480.0,45,20,Falla mecanica,No Planificada,415.0,6100,72,metros,950,6232,97.9,86.5,92.8,98.8,79.3,
2026-08-25,Mañana,OP-104,SUP-01,TRZ-01,Trenzado,OF-4247,Abierto,,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,30,0,,,450.0,6560,170,metros,1200,7871,83.3,93.8,72.9,97.5,66.6,
2026-08-25,Tarde,OP-102,SUP-02,EXT-01,Extrusion,OF-4248,Cerrado,2026-08-26,P-1140,Perfil rigido 40mm,14:00,22:00,480.0,15,0,,,465.0,8985,527,metros,1200,7871,114.2,96.9,96.6,94.5,88.4,
2026-08-25,Tarde,OP-106,SUP-02,EXT-02,Extrusion,OF-4249,Abierto,,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,0,70,Mantenimiento programado,Planificada,410.0,6187,49,metros,950,6232,99.3,85.4,95.3,99.2,80.8,
2026-08-25,Tarde,OP-105,SUP-02,TRZ-01,Trenzado,OF-4250,Cerrado,2026-08-27,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,30,0,,,450.0,6727,128,metros,950,6232,107.9,93.8,94.4,98.1,86.9,
2026-08-25,Noche,OP-105,SUP-03,EXT-01,Extrusion,OF-4251,Cerrado,2026-08-26,P-1140,Perfil rigido 40mm,22:00,06:00,480.0,15,65,Falla mecanica,No Planificada,400.0,6906,164,metros,1200,7871,87.7,83.3,86.3,97.7,70.3,Se recupero produccion del turno anterior
2026-08-25,Noche,OP-101,SUP-03,EXT-02,Extrusion,OF-4252,Cerrado,2026-08-27,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,20,85,Falla eléctrica,No Planificada,375.0,8111,106,metros,1400,9184,88.3,78.1,92.7,98.7,71.5,
2026-08-25,Noche,OP-106,SUP-03,TRZ-01,Trenzado,OF-4253,Cerrado,2026-08-27,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,45,30,Falta de insumo,No Planificada,405.0,8713,77,metros,1400,9184,94.9,84.4,92.2,99.1,77.1,
2026-08-26,Mañana,OP-105,SUP-01,EXT-01,Extrusion,OF-4254,Cerrado,2026-08-28,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,0,50,Cambio de formato,Planificada,430.0,6966,196,metros,1200,7871,88.5,89.6,81.0,97.3,70.6,
2026-08-26,Mañana,OP-101,SUP-01,EXT-02,Extrusion,OF-4255,Cerrado,2026-08-28,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,0,0,,,480.0,9336,141,metros,1400,9184,101.7,100,83.4,98.5,82.1,
2026-08-26,Mañana,OP-101,SUP-01,TRZ-01,Trenzado,OF-4256,Abierto,,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,45,45,Cambio de formato,Planificada,390.0,8717,119,metros,1400,9184,94.9,81.2,95.8,98.7,76.8,
2026-08-26,Tarde,OP-106,SUP-02,EXT-01,Extrusion,OF-4257,Abierto,,P-1140,Perfil rigido 40mm,14:00,22:00,480.0,30,60,Falta de insumo,No Planificada,390.0,7663,64,metros,1200,7871,97.4,81.2,98.2,99.2,79.2,
2026-08-26,Tarde,OP-104,SUP-02,EXT-02,Extrusion,OF-4258,Abierto,,P-1140,Perfil rigido 40mm,14:00,22:00,480.0,20,110,falla electrica,No Planificada,350.0,5396,72,metros,1200,7871,68.6,72.9,77.1,98.7,55.5,
2026-08-26,Tarde,OP-101,SUP-02,TRZ-01,Trenzado,OF-4259,Abierto,,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,0,90,Cambio de formato,Planificada,390.0,8079,155,metros,1400,9184,88.0,81.2,88.8,98.1,70.8,
2026-08-26,Noche,OP-103,SUP-03,EXT-01,Extrusion,OF-4260,Cerrado,2026-08-28,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,15,55,Mantenimiento programado,Planificada,410.0,6351,54,metros,950,6232,101.9,85.4,97.8,99.2,82.9,
2026-08-26,Noche,OP-102,SUP-03,EXT-02,Extrusion,OF-4261,Abierto,,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,0,145,falla electrica,No Planificada,335.0,4835,310,metros,950,6232,77.6,69.8,91.2,94.0,59.8,
2026-08-26,Noche,OP-103,SUP-03,TRZ-01,Trenzado,OF-4262,Cerrado,2026-08-28,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,0,0,,,480.0,10005,41,metros,1400,9184,108.9,100,89.3,99.6,89.0,
2026-08-27,Mañana,OP-106,SUP-01,EXT-01,Extrusion,OF-4263,Abierto,,P-2075,Perfil flexible 75mm,06:00,14:00,480.0,0,0,,,480.0,6739,143,metros,950,6232,108.1,100,88.7,97.9,86.8,
2026-08-27,Mañana,OP-101,SUP-01,EXT-02,Extrusion,OF-4264,Cerrado,2026-08-28,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,0,150,Falla electrica,No Planificada,330.0,6175,106,metros,1400,9184,67.2,68.8,80.2,98.3,54.2,
2026-08-27,Mañana,OP-103,SUP-01,TRZ-01,Trenzado,OF-4265,Abierto,,P-2075,Perfil flexible 75mm,06:00,14:00,480.0,15,0,,,465.0,6261,61,metros,950,6232,100.5,96.9,85.0,99.0,81.6,
2026-08-27,Tarde,OP-103,SUP-02,EXT-01,Extrusion,OF-4266,Cerrado,2026-08-28,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,0,0,,,480.0,9142,74,metros,1400,9184,99.5,100,81.6,99.2,81.0,
2026-08-27,Tarde,OP-106,SUP-02,EXT-02,Extrusion,OF-4267,Abierto,,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,0,15,Cambio de formato,Planificada,465.0,6955,99,metros,950,6232,111.6,96.9,94.5,98.6,90.2,
2026-08-27,Tarde,OP-103,SUP-02,TRZ-01,Trenzado,OF-4268,Cerrado,2026-08-28,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,15,0,,,465.0,7196,105,metros,950,6232,115.5,96.9,97.7,98.6,93.3,
2026-08-27,Noche,OP-105,SUP-03,EXT-01,Extrusion,OF-4269,Abierto,,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,0,0,,,480.0,6380,80,metros,950,6232,102.4,100,83.9,98.8,82.9,
2026-08-27,Noche,OP-106,SUP-03,EXT-02,Extrusion,OF-4270,Abierto,,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,0,85,falla electrica,No Planificada,395.0,7765,48,metros,1400,9184,84.5,82.3,84.2,99.4,68.9,
2026-08-27,Noche,OP-101,SUP-03,TRZ-01,Trenzado,OF-4271,Abierto,,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,15,30,Mantenimiento programado,Planificada,435.0,5658,162,metros,950,6232,90.8,90.6,82.1,97.2,72.4,
2026-08-28,Mañana,OP-102,SUP-01,EXT-01,Extrusion,OF-4272,Abierto,,P-3310,Cordon trenzado 10mm,06:00,14:00,480.0,0,0,,,480.0,9601,766,metros,1400,9184,104.5,100,85.7,92.6,79.4,
2026-08-28,Mañana,OP-104,SUP-01,EXT-02,Extrusion,OF-4273,Abierto,,P-2075,Perfil flexible 75mm,06:00,14:00,480.0,30,180,Falla electrica,No Planificada,270.0,3453,59,metros,950,6232,55.4,56.2,80.8,98.3,44.7,
2026-08-28,Mañana,OP-105,SUP-01,TRZ-01,Trenzado,OF-4274,Abierto,,P-1140,Perfil rigido 40mm,06:00,14:00,480.0,45,0,,,435.0,7342,40,metros,1200,7871,93.3,90.6,84.4,99.5,76.1,
2026-08-28,Tarde,OP-105,SUP-02,EXT-01,Extrusion,OF-4275,Abierto,,P-3310,Cordon trenzado 10mm,14:00,22:00,480.0,30,0,,,450.0,9042,180,metros,1400,9184,98.5,93.8,86.1,98.0,79.2,
2026-08-28,Tarde,OP-103,SUP-02,EXT-02,Extrusion,OF-4276,Abierto,,P-2075,Perfil flexible 75mm,14:00,22:00,480.0,30,0,,,450.0,5709,169,metros,950,6232,91.6,93.8,80.1,97.1,73.0,
2026-08-28,Tarde,OP-106,SUP-02,TRZ-01,Trenzado,OF-4277,Abierto,,P-1140,Perfil rigido 40mm,14:00,22:00,480.0,45,75,Cambio de formato,Planificada,360.0,6937,79,metros,1200,7871,88.1,75.0,96.3,98.9,71.4,
2026-08-28,Noche,OP-106,SUP-03,EXT-01,Extrusion,OF-4278,Abierto,,P-2075,Perfil flexible 75mm,22:00,06:00,480.0,30,45,Cambio de formato,Planificada,405.0,5424,63,metros,950,6232,87.0,84.4,84.6,98.9,70.5,
2026-08-28,Noche,OP-104,SUP-03,EXT-02,Extrusion,OF-4279,Abierto,,P-1140,Perfil rigido 40mm,22:00,06:00,480.0,30,20,Falta de insumo,No Planificada,430.0,7560,185,metros,1200,7871,96.0,89.6,87.9,97.6,76.9,
2026-08-28,Noche,OP-101,SUP-03,TRZ-01,Trenzado,OF-4280,Abierto,,P-3310,Cordon trenzado 10mm,22:00,06:00,480.0,0,60,Falta de insumo,No Planificada,420.0,8031,81,metros,1400,9184,87.4,87.5,81.9,99.0,71.0,
2026-08-29,Tarde,OP-102,SUP-04,TRZ-02,Trenzado,OF-4281,Cerrado,,P-3311,Cordon trenzado 1m,22:01,06:01,480.0,0,60,aa,No Planificada,420.0,8031,81,metros,1400,9184,87.4,87.5,81.9,99.0,71.0,
2026-08-30,Noche,OP-103,SUP-05,TRZ-03,Trenzado,OF-4282,Abierto,,P-3312,Cordon trenzado 10mm,22:02,06:02,480.0,0,60,x,No Planificada,420.0,8031,81,metros,1400,9184,87.4,87.5,81.9,99.0,71.0,
